"Symbol","cor_th1_th2","cor_th1_thm","cor_th2_thm","cluster"
"Stat1.2",0.494019901825203,0.729140169814965,0.795313837970947,1
"S100a1",0.891103046547479,0.961422105995994,0.979768090887442,1
"Prr8",0.599326187303244,0.830132091499611,0.889969680697899,1
"Fpgt",0.356590632039042,0.673571985354124,0.754897815356583,1
"6720463M24Rik",0.916543555702668,0.933436617223676,0.937764352936083,1
"Dppa4.2",-0.346633767592257,0.148515670700848,0.2753399281427,1
"Brms1",0.915516157817096,0.957206322917032,0.96780746978941,1
"Ganc",0.792962496215591,0.894197565932971,0.919715602964894,1
"Ela1",0.673039087554084,0.851697308993659,0.900805830461642,1
"Foxm1",0.930926137316269,0.970501644123376,0.981496314940876,1
"6720467C03Rik",0.881166711463783,0.937253292644583,0.952787347095682,1
"Nkain2.1",-0.427200003531835,-0.0775028812135217,0.0171776033879044,1
"Ankrd40",0.659563991162061,0.775773292035337,0.807327783340299,1
"Ifi27",0.937989013216375,0.97381571044995,0.983548695110449,1
"Bcr.1",-0.286687364186316,0.29202625907053,0.448136273207761,1
"Ube2q2.1",0.0502892583704968,0.588290966809287,0.7325569066216,1
"Sap30",0.847292227047311,0.902379439551085,0.917185706924416,1
"Ppt1",0.874264355711904,0.948775735862099,0.965611770414686,1
"Egfl7.2",0.898623483881074,0.955282781246428,0.967917923647132,1
"Stc2",0.953582998409006,0.982232996644108,0.988651585006639,1
"Nelf",0.0315798986901508,0.40545743109986,0.486837847491124,1
"Fbxo45",0.41656287754685,0.759129827311409,0.833419549839588,1
"Cysltr1",0.816259605133251,0.937398041681835,0.963671196075321,1
"Ncapd2.2",0.947883785824381,0.963026821290351,0.966374686640931,1
"Ifi202b.1",-0.740325889534475,-0.097673376939221,0.0433584422071532,1
"Smpd1",0.91883343088801,0.943480862066097,0.948906863085895,1
"Pdk1",0.717203234331866,0.897153016089723,0.939956176687581,1
"St3gal6",0.631403409610302,0.860729716161597,0.916301382715265,1
"Cdca4.1",0.574098451128081,0.751657264848211,0.794608529070189,1
"Map3k8",0.828678740188518,0.899942003044397,0.916362010526568,1
"Rgs1",-0.0782537428121459,0.499468543387909,0.633524966025838,1
"Chpt1.1",0.766581189501303,0.90244545590811,0.933880506325226,1
"Gyg",0.933156701045445,0.941981055588258,0.944056675733956,1
"Icam1",0.802468539491366,0.852633828167892,0.864429460709186,1
"Rab6.2",0.73198443163404,0.83272052985464,0.856233242556143,1
"Parp16",0.917754481108553,0.956758509955526,0.965896235918709,1
"Tbx21",0.0116815468833516,0.614697070131625,0.755826242681258,1
"Lgals9",0.704156021840704,0.889026322879791,0.923379737272488,1
"Anp32e",0.67576780646781,0.843017637995633,0.87388049459884,1
"2610024E20Rik.2",0.638985295735216,0.863431775625202,0.903980787758756,1
"Dpysl2",0.938292260326484,0.953319065079482,0.956054937985471,1
"Dhrs7.1",0.757606132405178,0.910587522578338,0.938591939986188,1
"Nde1.1",0.942584352096991,0.972526905544164,0.977644216281352,1
"Zdhhc6.2",0.892181574402972,0.925654754299582,0.931370645831118,1
"2310046K01Rik",0.489920064655799,0.791355955096685,0.843509547154478,1
"Spag5",0.962316432920215,0.986684867961539,0.990890453993156,1
"E430004N04Rik",0.933016666940715,0.968520134725417,0.97464882755602,1
"Lasp1.1",0.698886927641151,0.854430992513518,0.882098898996978,1
"Pter",0.4572842228245,0.794591183916001,0.853375703785755,1
"Cope.2",0.918656535812166,0.934148615213515,0.936874238584423,1
