"gene","celltype","annot"
"Srf","Th1/2",3
"Ralb","Th1/2",2
"Cryz.1","Th1/2",2
"Fcf1","Th1/2",1
"Srp72","Th1/2",2
"LOC547323","Th1/2",3
"Syngr1.1","Th1/2",2
"Syngr2.1","Th1/2",1
"Exosc1","Th1/2",1
"Pfkm","Th1/2",3
"Map2k6","Th1/2",3
"Il6ra.1","Th1/2",3
"Nupr1","Th1/2",2
"Birc5","Th1/2",2
"Arid3b","Th1/2",3
"P2ry14","Th1/2",3
"Ptger2","Th1/2",2
"Bcl2l1","Th1/2",1
"Lrrc1","Th1/2",3
"BC021381","Th1/2",3
"Wbp1","Th1/2",3
"Ccr5","Th1/2",2
"3110082I17Rik","Th1/2",1
"Entpd5","Th1/2",3
"Chtf18","Th1/2",2
"Nr1d2","Th1/2",3
"E2f5","Th1/2",1
"Frat1","Th1/2",3
"Asns.1","Th1/2",2
"Nde1.1","Th1/2",2
"Ndufb2","Th1/2",2
"Stxbp1.1","Th1/2",2
"Kcnmb4","Th1/2",3
"Fcrla.1","Th1/2",3
"Cecr5","Th1/2",3
"Mllt4","Th1/2",2
"Cox7a2l","Th1/2",3
"Pcsk4.1","Th1/2",2
"Hist1h2bn","Th1/2",2
"Il10","Th1/2",2
"2610020H08Rik","Th1/2",3
"Scotin.1","Th1/2",3
"Ogt.1","Th1/2",3
"Traf4","Th1/2",1
"Ppp1r9b","Th1/2",3
"Tada2l","Th1/2",1
"Ezh2.1","Th1/2",2
"Ptges3","Th1/2",1
"Erh","Th1/2",1
"B230339M05Rik.1","Th1/2",3
"Eprs","Th1/2",2
"Zhx1.1","Th1/2",2
"Pkn3","Th1/2",2
"Fbxl10.1","Th1/2",1
"Tnfrsf14","Th1/2",3
"Tnfrsf9.1","Th1/2",2
"2310056P07Rik","Th1/2",2
"Il4","Th1/2",2
"Stra6","Th1/2",2
"Eif3s10","Th1/2",1
"Mllt1.2","Th1/2",1
"Ahi1","Th1/2",1
"Tnfaip8l2.1","Th1/2",3
"1700019D03Rik","Th1/2",2
"Kif24.1","Th1/2",2
"Gpt2","Th1/2",2
"Asf1b","Th1/2",2
"Arrdc1","Th1/2",3
"Parp12","Th1/2",3
"6720463M24Rik","Th1/2",2
"Unc13d","Th1/2",3
"Nusap1","Th1/2",2
"Plscr1","Th1/2",2
"Phf11","Th1/2",3
"Abce1","Th1/2",1
"Arbp","Th1/2",2
"Cse1l","Th1/2",1
"Ssbp3","Th1/2",3
"Dguok","Th1/2",3
"Akr1b3","Th1/2",3
"Orai1","Th1/2",1
"Fkbp1a","Th1/2",2
"Cd70","Th1/2",2
"Rpa1","Th1/2",3
"Ryk","Th1/2",2
"Uchl5","Th1/2",2
"Cpne4","Th1/2",3
"Gbp2","Th1/2",1
"BC050811.1","Th1/2",3
"Pik3r3","Th1/2",3
"Hnrpll","Th1/2",1
"Sypl","Th1/2",2
"Mxd4","Th1/2",3
"Rbm13","Th1/2",1
"Smap2","Th1/2",3
"Usp1.1","Th1/2",2
"AA408296","Th1/2",1
"Pdap1","Th1/2",2
"Shq1","Th1/2",1
"Smpd1.1","Th1/2",3
"Kntc1","Th1/2",2
"Uap1l1","Th1/2",3
"BC038156","Th1/2",3
"Mad2l1","Th1/2",2
"Ccng1","Th1/2",2
"Zfand3","Th1/2",3
"Cdo1","Th1/2",3
"Pkn2.1","Th1/2",1
"F2rl1","Th1/2",3
"Pop7","Th1/2",1
"Hist1h4d","Th1/2",2
"Rbm38.1","Th1/2",3
"Umps","Th1/2",1
"Prkar1b","Th1/2",2
"Nrm","Th1/2",3
"Bex4","Th1/2",1
"Lama5","Th1/2",2
"4831426I19Rik.1","Th1/2",2
"Hnrpd","Th1/2",2
"Bola3","Th1/2",1
"St6gal1","Th1/2",3
"Rnf219","Th1/2",1
"Fnip1","Th1/2",2
"Rars","Th1/2",1
"Ldhd","Th1/2",3
"Psmd14","Th1/2",2
"Galnt10","Th1/2",3
"BC020002","Th1/2",1
"Tnfsf8","Th1/2",1
"Rab8b.1","Th1/2",1
"Tnrc6b","Th1/2",3
"Hectd2.1","Th1/2",1
"H2-Ab1","Th1/2",3
"Dscr2","Th1/2",1
"Ptpn9","Th1/2",2
"B230380D07Rik","Th1/2",3
"Nup160","Th1/2",1
"Zfp473","Th1/2",2
"Rab19","Th1/2",3
"Ppp5c","Th1/2",1
"Hist4h4","Th1/2",2
"Lrpprc","Th1/2",1
"Nudt19","Th1/2",1
"Copz2.2","Th1/2",2
"Axin2","Th1/2",3
"Prdm2","Th1/2",3
"Armc3","Th1/2",3
"Phf10.1","Th1/2",2
"Ccdc88c.1","Th1/2",3
"Adamts10","Th1/2",3
"Kctd17","Th1/2",2
"Dnajc15","Th1/2",1
"Metapl1","Th1/2",3
"Usp1.2","Th1/2",2
"Spic","Th1/2",3
"Icam1","Th1/2",1
"Tomm70a","Th1/2",2
"Ahdc1","Th1/2",3
"Trpc4ap","Th1/2",3
"Rdbp","Th1/2",2
"Pcsk4.2","Th1/2",2
"Ntrk3.1","Th1/2",3
"Sf3b4","Th1/2",1
"Ankrd12.1","Th1/2",3
"D330045A20Rik.1","Th1/2",2
"Mrps12","Th1/2",1
"Mtmr3","Th1/2",2
"Acadsb","Th1/2",2
"AA408296.1","Th1/2",1
"Fjx1","Th1/2",1
"D030074E01Rik","Th1/2",3
"Ndrg2","Th1/2",2
"Akap8l","Th1/2",3
"C230021P08Rik","Th1/2",3
"Nola2","Th1/2",1
"H1fx","Th1/2",2
"Tmem121","Th1/2",2
"Sort1","Th1/2",3
"6430571L13Rik","Th1/2",2
"Sdc4","Th1/2",2
"Ccbl1","Th1/2",3
"Wars.1","Th1/2",1
"Rab3d","Th1/2",3
"Pwp2","Th1/2",1
"Hist1h2ah.1","Th1/2",2
"Ars2","Th1/2",3
"Cxcr5.2","Th1/2",3
"Sema4f","Th1/2",3
"Hn1","Th1/2",2
"Mycbp2.1","Th1/2",3
"Rnf213","Th1/2",3
"Mre11a","Th1/2",2
"Edg6","Th1/2",3
"Mll3.1","Th1/2",3
"Wbp7","Th1/2",3
"Suv420h1","Th1/2",3
"Abcf2.1","Th1/2",1
"Gtse1","Th1/2",2
"LOC626578","Th1/2",1
"Gm129","Th1/2",1
"Thap4","Th1/2",2
"Blmh","Th1/2",2
"Cdca8","Th1/2",2
"Coro1a.1","Th1/2",3
"Nusap1.1","Th1/2",2
"Ddit3.1","Th1/2",2
"Stip1","Th1/2",1
"Pld3","Th1/2",3
"Golga5","Th1/2",3
"Heatr1.1","Th1/2",1
"Nol8","Th1/2",1
"Gstp1","Th1/2",3
"Rapgef1.2","Th1/2",3
"Chd7","Th1/2",3
"Pla2g12a","Th1/2",2
"6030408C04Rik","Th1/2",2
"BC026590","Th1/2",1
"Foxk1.1","Th1/2",3
"Ppan","Th1/2",1
"Ch25h","Th1/2",2
"Prkcbp1","Th1/2",3
"Ide","Th1/2",1
"D10Bwg1379e","Th1/2",2
"Hcst","Th1/2",3
"Pcgf1","Th1/2",3
"Usp10.1","Th1/2",3
"Kif1b.1","Th1/2",3
"5133400G04Rik","Th1/2",2
"Xpnpep1.2","Th1/2",2
"Acy1","Th1/2",1
"Armc6","Th1/2",1
"Cd82","Th1/2",1
"Msi2","Th1/2",1
"Gnb2l1","Th1/2",2
"Hus1.2","Th1/2",1
"Ctsw","Th1/2",3
"Bxdc1","Th1/2",1
"Elmo1.3","Th1/2",3
"Foxp3","Th1/2",3
"Oma1","Th1/2",3
"Dapl1","Th1/2",3
"Eif4g2","Th1/2",3
"Prmt5","Th1/2",1
"D16H22S680E","Th1/2",3
"Ski","Th1/2",3
"Tlr7","Th1/2",3
"Mtmr3.1","Th1/2",2
"Cd86.1","Th1/2",3
"Nipbl","Th1/2",3
"Cd160","Th1/2",1
"Socs3","Th1/2",2
"Ripk4","Th1/2",2
"Dscr1l2","Th1/2",3
"Cdc20","Th1/2",2
"Rpl29","Th1/2",1
"Vars","Th1/2",2
"Ccnd2","Th1/2",3
"2610029G23Rik.1","Th1/2",1
"Mat2a","Th1/2",1
"C130032J12Rik","Th1/2",1
"Rfc2","Th1/2",2
"Exosc2","Th1/2",1
"Hap1.1","Th1/2",2
"Smarca2.1","Th1/2",3
"Foxm1","Th1/2",2
"Pabpc1","Th1/2",2
"Usp18","Th1/2",2
"Sgol1.1","Th1/2",2
"Slc39a6","Th1/2",1
"Ampd3.1","Th1/2",3
"Lancl1","Th1/2",3
"Ly9","Th1/2",3
"Slc14a1","Th1/2",3
"Rpl7l1.1","Th1/2",1
"Slc39a8","Th1/2",2
"Ifrd1","Th1/2",1
"Mapre2","Th1/2",1
"Rfc2.1","Th1/2",2
"Smox.1","Th1/2",2
"Il7r","Th1/2",3
"Mark2","Th1/2",3
"Trub1","Th1/2",1
"Nckap1","Th1/2",2
"Polr2h.1","Th1/2",1
"Atxn7l1","Th1/2",3
"Ccna2","Th1/2",2
"Plekhf1","Th1/2",2
"Ascc1","Th1/2",3
"Rhobtb2","Th1/2",3
"Crlf3","Th1/2",3
"Copg2","Th1/2",2
"Snrpa","Th1/2",1
"Dtl","Th1/2",2
"Eef2","Th1/2",3
"Cd8b1","Th1/2",3
"Zbp1.1","Th1/2",3
"Vim","Th1/2",3
"Setd8","Th1/2",1
"Usp52","Th1/2",3
"Ly6a","Th1/2",2
"Susd3","Th1/2",3
"Nudt5","Th1/2",2
"BC094916.1","Th1/2",3
"Cenpn","Th1/2",2
"Sh3kbp1.1","Th1/2",3
"Guk1","Th1/2",1
"Trpv2","Th1/2",3
"BC038822","Th1/2",3
"Pou2af1","Th1/2",3
"Gbp3.1","Th1/2",1
"Snx3.1","Th1/2",2
"Aldoa","Th1/2",2
"Slc35d2","Th1/2",3
"AI646023","Th1/2",3
"Il21","Th1/2",2
"0610007C21Rik","Th1/2",3
"Tmem180","Th1/2",2
"Lgmn","Th1/2",3
"Ccl5","Th1/2",2
"Mrpl37.1","Th1/2",1
"Alg8.1","Th1/2",1
"Cd8b1.1","Th1/2",3
"Rbm8a","Th1/2",1
"Gja1","Th1/2",2
"LOC667250","Th1/2",2
"Angptl4","Th1/2",2
"Itpr1","Th1/2",3
"Ecm1.1","Th1/2",2
"Paip2","Th1/2",2
"Ufsp2","Th1/2",2
"6430706D22Rik","Th1/2",2
"Zdhhc14","Th1/2",3
"3000004C01Rik","Th1/2",2
"Skp2","Th1/2",2
"Gga3","Th1/2",3
"Guca1a","Th1/2",2
"Sppl3","Th1/2",3
"Sec61b","Th1/2",2
"Nhlrc1","Th1/2",1
"Hsd3b2","Th1/2",3
"Nr6a1","Th1/2",1
"LOC56628","Th1/2",3
"5730419I09Rik.1","Th1/2",3
"Pnpla7","Th1/2",3
"Ramp3.1","Th1/2",3
"Dnalc1","Th1/2",2
"Dynlt3","Th1/2",2
"Atp8b4","Th1/2",3
"Prickle3","Th1/2",2
"Hist1h3a","Th1/2",2
"2310007D09Rik","Th1/2",2
"Ankrd37","Th1/2",2
"Pank4","Th1/2",3
"Snx14","Th1/2",3
"Tmed1","Th1/2",3
"Mrps10.1","Th1/2",1
"Acsl6.2","Th1/2",2
"Pold2","Th1/2",1
"Fasl","Th1/2",3
"Rnpep","Th1/2",2
"Serhl","Th1/2",2
"Ghitm","Th1/2",2
"7530404M11Rik","Th1/2",2
"Itgb5","Th1/2",2
"Kif4","Th1/2",2
"Rgs10","Th1/2",3
"Hist1h4b","Th1/2",2
"Ccdc116","Th1/2",1
"Mov10.1","Th1/2",3
"Slamf1","Th1/2",1
"Adssl1","Th1/2",2
"Thoc3","Th1/2",1
"Tcf25","Th1/2",3
"Fzr1.1","Th1/2",2
"Tnfrsf12a","Th1/2",1
"Nuak2","Th1/2",3
"Batf3","Th1/2",2
"Mcm2","Th1/2",2
"Aifm1.1","Th1/2",2
"Vamp8","Th1/2",3
"Cfp","Th1/2",3
"Wdr76","Th1/2",2
"Rab34","Th1/2",2
"BC030476","Th1/2",3
"Impact.1","Th1/2",3
"Maged1","Th1/2",2
"Itga7","Th1/2",2
"Plp1","Th1/2",3
"Bclaf1.1","Th1/2",3
"4632417K18Rik","Th1/2",3
"Ccr5.1","Th1/2",2
"Gins2.1","Th1/2",2
"Klhl15","Th1/2",1
"Traf6.1","Th1/2",2
"Klhl6","Th1/2",3
"Fbxw17","Th1/2",3
"Tmem9b","Th1/2",3
"Tfrc.1","Th1/2",1
"Kif2c","Th1/2",2
"Usp16","Th1/2",1
"Gnat1","Th1/2",2
"Nampt","Th1/2",2
"Hdgf.1","Th1/2",1
"AI847670","Th1/2",1
"Idua.1","Th1/2",3
"Gtse1.1","Th1/2",2
"Casp6","Th1/2",2
"Plek","Th1/2",1
"Marcks","Th1/2",1
"Cdca2","Th1/2",2
"Smc6","Th1/2",3
"Alkbh4","Th1/2",3
"Tcfe3","Th1/2",1
"Krba1","Th1/2",3
"Thoc4","Th1/2",1
"Lck","Th1/2",3
"Hdac5","Th1/2",3
"Anxa9","Th1/2",2
"Kbtbd7.1","Th1/2",3
"Lrrc59.2","Th1/2",2
"Csnrp2","Th1/2",3
"Nts","Th1/2",2
"Pard6a","Th1/2",2
"Wdr68","Th1/2",1
"Cacnb3.2","Th1/2",2
"Zzef1.2","Th1/2",3
"Hspa8","Th1/2",1
"2410019A14Rik","Th1/2",1
"Sox4.1","Th1/2",3
"Mical1","Th1/2",3
"2900010M23Rik","Th1/2",2
"Zmpste24.1","Th1/2",1
"Armc3.1","Th1/2",3
"Pik3r3.1","Th1/2",3
"Foxq1","Th1/2",2
"Rnaseh2b","Th1/2",2
"Gramd1a","Th1/2",3
"Optn","Th1/2",2
"5133400G04Rik.1","Th1/2",2
"Eif3b","Th1/2",1
"Sdcbp2.2","Th1/2",3
"Fancd2","Th1/2",2
"Gm129.1","Th1/2",1
"Kpna3","Th1/2",2
"Pde4a","Th1/2",3
"Pdcd4","Th1/2",3
"Cdk6","Th1/2",2
"Cobll1","Th1/2",2
"Jtv1","Th1/2",1
"Whsc1l1","Th1/2",3
"Tomm34","Th1/2",3
"H2-M3","Th1/2",3
"Ranbp1","Th1/2",1
"Mrpl22","Th1/2",2
"2410003P15Rik.1","Th1/2",1
"Pts","Th1/2",3
"Tusc2","Th1/2",1
"Ddhd1","Th1/2",3
"Lyzs","Th1/2",3
"Matk.1","Th1/2",3
"Hexb","Th1/2",3
"Zxdc.1","Th1/2",3
"Casp1","Th1/2",3
"Gmip","Th1/2",3
"Clip1","Th1/2",3
"Phlda3.1","Th1/2",2
"Mtbp.1","Th1/2",2
"Pias3","Th1/2",3
"Gsdmdc1.1","Th1/2",3
"Spna2","Th1/2",3
"Gpr146.1","Th1/2",3
"BC030867","Th1/2",2
"2410015N17Rik","Th1/2",1
"Sf3a1","Th1/2",2
"Sdf4","Th1/2",3
"Ppm1b.1","Th1/2",3
"Cblb","Th1/2",1
"Cmtm7.1","Th1/2",2
"Llgl2","Th1/2",3
"ENSMUSG00000068790","Th1/2",3
"Bub3","Th1/2",1
"Swap70","Th1/2",1
"Oprs1","Th1/2",1
"2810441K11Rik","Th1/2",1
"S100a13","Th1/2",2
"Prpf38a.1","Th1/2",2
"Rin3","Th1/2",3
"Nr4a3","Th1/2",1
"Pde6d.2","Th1/2",3
"Eprs.1","Th1/2",1
"Cd7","Th1/2",3
"Inppl1","Th1/2",2
"Bach1","Th1/2",3
"Epm2aip1.3","Th1/2",3
"Tnfrsf10b.2","Th1/2",2
"Faim3","Th1/2",3
"Ddt","Th1/2",2
"Wdr77","Th1/2",1
"Metap2.2","Th1/2",2
"Rnf123","Th1/2",3
"Rab37","Th1/2",3
"Masp2","Th1/2",1
"Vdac2","Th1/2",2
"Cenpl","Th1/2",2
"Prdx4","Th1/2",2
"Pcca","Th1/2",2
"Grn","Th1/2",3
"Spc25","Th1/2",2
"Josd1","Th1/2",1
"Luzp1","Th1/2",2
"Rsl1d1","Th1/2",1
"Hba-a1","Th1/2",3
"Fzr1.2","Th1/2",2
"Cdk2.1","Th1/2",2
"Tbrg4","Th1/2",1
"B9d1","Th1/2",2
"Dusp10","Th1/2",3
"Ppa1","Th1/2",1
"Abca7.1","Th1/2",3
"Clic4","Th1/2",2
"Tnfrsf4","Th1/2",2
"Cdc6","Th1/2",2
"Npw","Th1/2",1
"Chaf1a","Th1/2",2
"Atg2a.1","Th1/2",3
"Prkdc","Th1/2",3
"BC008155","Th1/2",3
"9130404D08Rik","Th1/2",3
"Tmod4","Th1/2",3
"Sln","Th1/2",2
"1700066B19Rik","Th1/2",2
"Cd27.1","Th1/2",3
"5033414D02Rik","Th1/2",3
"A430078G23Rik","Th1/2",3
"Samsn1","Th1/2",1
"Stk40","Th1/2",1
"AI413582","Th1/2",3
"Vegfa","Th1/2",2
"9530058B02Rik.1","Th1/2",1
"Hp1bp3","Th1/2",3
"Iqgap2","Th1/2",3
"Nedd1","Th1/2",2
"Zfp12","Th1/2",3
"Zwilch","Th1/2",2
"Egfl7.1","Th1/2",2
"Pus10.1","Th1/2",1
"Egfl7.2","Th1/2",2
"Cd79b","Th1/2",3
"Sfrs5","Th1/2",3
"Tbc1d7.1","Th1/2",2
"Ube2m","Th1/2",2
"1110007A13Rik.1","Th1/2",3
"Cd79b.1","Th1/2",3
"Chst2","Th1/2",1
"Tnfrsf19","Th1/2",1
"Aven","Th1/2",3
"Fbxl10.2","Th1/2",1
"Sypl.1","Th1/2",2
"Ubac2","Th1/2",3
"Ube2f","Th1/2",1
"Serhl.1","Th1/2",2
"Zfp260","Th1/2",3
"Ncdn.1","Th1/2",3
"Zfp281","Th1/2",3
"Pdcd1lg2","Th1/2",1
"Ikzf1","Th1/2",3
"Zfp473.1","Th1/2",2
"Timp2","Th1/2",3
"Gemin6","Th1/2",1
"EG218444","Th1/2",3
"Rnf32","Th1/2",3
"Brip1","Th1/2",2
"Mrps18b","Th1/2",1
"App","Th1/2",3
"Sec22c.2","Th1/2",3
"Ak2.2","Th1/2",1
"Lef1","Th1/2",3
"Cdkn1a","Th1/2",2
"P2ry1","Th1/2",2
"Dsn1","Th1/2",2
"Nme1","Th1/2",1
"Ebi3","Th1/2",2
"0610037L13Rik","Th1/2",3
"Dnajc6","Th1/2",3
"Gns","Th1/2",3
"Tyms.2","Th1/2",2
"Mvd","Th1/2",2
"Prkx.1","Th1/2",3
"Bst2","Th1/2",2
"Mitd1","Th1/2",3
"Irs2","Th1/2",3
"Kif1b.2","Th1/2",3
"Plk2","Th1/2",2
"Golm1","Th1/2",3
"9630058J23Rik","Th1/2",3
"Rabgap1l.1","Th1/2",2
"Map2k3","Th1/2",1
"Mll1","Th1/2",3
"Vdac1","Th1/2",2
"Ptprk","Th1/2",2
"Slc16a5.1","Th1/2",3
"Tmem205","Th1/2",2
"Unc93b1","Th1/2",2
"Pxmp4","Th1/2",2
"Bxdc2","Th1/2",1
"Mical1.1","Th1/2",3
"Pole3","Th1/2",1
"Ppil1","Th1/2",2
"Stra13","Th1/2",2
"Pigz","Th1/2",2
"Pip4k2b","Th1/2",3
"Nat10","Th1/2",1
"Ccdc111","Th1/2",3
"BC038822.1","Th1/2",3
"2310005E10Rik","Th1/2",3
"Xpnpep1.3","Th1/2",2
"Nsun5.1","Th1/2",1
"Cyp4f18","Th1/2",3
"Ccr5.2","Th1/2",2
"Tpst1","Th1/2",1
"Zcchc14","Th1/2",3
"Nol7","Th1/2",2
"Rbm14","Th1/2",2
"Zfp597","Th1/2",3
"Txnrd3","Th1/2",1
"Smc2","Th1/2",2
"Melk","Th1/2",2
"Slc40a1","Th1/2",3
"Npc1","Th1/2",3
"ORF28.1","Th1/2",3
"Mknk1","Th1/2",3
"Tipin","Th1/2",2
"Glrx2","Th1/2",3
"Fbxo9","Th1/2",3
"Slamf1.1","Th1/2",1
"Katnb1.1","Th1/2",2
"Ppp3ca","Th1/2",3
"Lancl1.1","Th1/2",3
"Mrps18b.1","Th1/2",1
"Ctse","Th1/2",3
"Acvr2b","Th1/2",2
"Grina","Th1/2",3
"A130090K04Rik","Th1/2",3
"Hsp90ab1","Th1/2",1
"Mdfic","Th1/2",2
"Spag5","Th1/2",2
"Tmem38b","Th1/2",1
"Smyd3","Th1/2",3
"Sft2d2","Th1/2",2
"Ccnb1","Th1/2",2
"Pacsin1","Th1/2",3
"Tpcn2","Th1/2",3
"Gcap14.1","Th1/2",3
"Nol1","Th1/2",1
"Napg","Th1/2",3
"6720467C03Rik","Th1/2",2
"Lasp1","Th1/2",3
"Pdlim5.1","Th1/2",3
"Rnf123.1","Th1/2",3
"Wipi2","Th1/2",3
"Mrps31.1","Th1/2",1
"Slc44a2","Th1/2",3
"Pcdhgb4","Th1/2",2
"Farsb","Th1/2",1
"Osbpl3","Th1/2",2
"Gdi1.1","Th1/2",3
"Ablim1.1","Th1/2",3
"Rsl1d1.1","Th1/2",1
"Tmem108","Th1/2",3
"1110057K04Rik.1","Th1/2",3
"Elmo1.4","Th1/2",3
"Eya3","Th1/2",1
"Commd1","Th1/2",2
"Rhoq","Th1/2",2
"Prmt7.1","Th1/2",1
"D10Ertd641e","Th1/2",3
"Idi2","Th1/2",3
"Cyp4f16.1","Th1/2",3
"Iigp2","Th1/2",3
"Nenf","Th1/2",2
"Dld","Th1/2",2
"2700094K13Rik","Th1/2",2
"Kdelr2","Th1/2",2
"Cd44.2","Th1/2",1
"Fktn","Th1/2",3
"D11Wsu99e.1","Th1/2",3
"Ddb2.1","Th1/2",3
"Hist1h2bm","Th1/2",2
"Ehd1","Th1/2",1
"Spag4","Th1/2",1
"Mrpl47","Th1/2",1
"0610011F06Rik","Th1/2",2
"Mphosph9.1","Th1/2",3
"Psat1","Th1/2",2
"Ptrh1","Th1/2",1
"Pomt2","Th1/2",1
"Bin3","Th1/2",3
"Dhx57","Th1/2",3
"Mfsd10","Th1/2",2
"Epn2.2","Th1/2",2
"Tnrc6c.1","Th1/2",3
"Prkd2","Th1/2",3
"Shh","Th1/2",2
"Crip2","Th1/2",2
"D8Ertd82e","Th1/2",3
"Nipbl.1","Th1/2",3
"Rapgef5","Th1/2",2
"Armc6.1","Th1/2",1
"Cdv3","Th1/2",1
"Homer1.1","Th1/2",1
"Acrbp","Th1/2",3
"Gnai2","Th1/2",3
"Spin2","Th1/2",3
"Gnas.2","Th1/2",2
"Trip10","Th1/2",2
"LOC329575","Th1/2",2
"Dock11","Th1/2",3
"Entpd5.1","Th1/2",3
"Timm9","Th1/2",1
"Akap12","Th1/2",3
"Mcm4","Th1/2",2
"Tpmt","Th1/2",2
"Gtf2e2","Th1/2",2
"Pparg","Th1/2",2
"Gch1","Th1/2",1
"Stab1","Th1/2",2
"BC003885","Th1/2",1
"Dhrs7","Th1/2",3
"Tbc1d19","Th1/2",2
"Nudcd3","Th1/2",1
"Mcm7","Th1/2",2
"Polr3g","Th1/2",1
"Asns.2","Th1/2",2
"Abhd8","Th1/2",3
"Cdc25c","Th1/2",2
"Srfbp1","Th1/2",1
"Rrp15","Th1/2",1
"Amigo3","Th1/2",1
"Aars","Th1/2",2
"Ccno","Th1/2",1
"Igf2bp3","Th1/2",2
"Rdm1","Th1/2",3
"Mrpl34","Th1/2",2
"St6galnac4.1","Th1/2",1
"Fgl2","Th1/2",2
"Ddc","Th1/2",2
"Psmd12","Th1/2",2
"Aldh2","Th1/2",3
"Zfp41","Th1/2",2
"Unc13d.1","Th1/2",3
"Sept6.1","Th1/2",3
"Pex6.1","Th1/2",3
"Cyp2d22","Th1/2",3
"St8sia1.1","Th1/2",3
"Seh1l.1","Th1/2",1
"V1rd6","Th1/2",3
"Nat5","Th1/2",2
"Ankzf1","Th1/2",3
"Fhl2","Th1/2",2
"Fanci","Th1/2",2
"Itga6","Th1/2",3
"Neu1","Th1/2",3
"Nhp2l1","Th1/2",1
"Timm17a","Th1/2",1
"Ddx6","Th1/2",3
"Tec","Th1/2",3
"Iqce","Th1/2",3
"Gstt3","Th1/2",2
"Mfsd2","Th1/2",1
"Hes5","Th1/2",1
"Wars.2","Th1/2",1
"Gpr68","Th1/2",1
"Traf4.2","Th1/2",1
"Mgll","Th1/2",2
"Eef2.1","Th1/2",3
"Lgals9.1","Th1/2",3
"Rltpr","Th1/2",3
"Rdbp.1","Th1/2",2
"Slc35b2","Th1/2",2
"D3Ertd751e.1","Th1/2",3
"Sfmbt1.2","Th1/2",1
"Timd2","Th1/2",2
"Il11ra1.1","Th1/2",3
"Nhedc2","Th1/2",1
"Ccdc41","Th1/2",1
"Kdelc1","Th1/2",2
"Ing3","Th1/2",3
"Kif11","Th1/2",2
"Camta1","Th1/2",2
"Psmb7","Th1/2",1
"Actr3b","Th1/2",2
"Tbc1d1","Th1/2",3
"Smchd1.3","Th1/2",3
"Pstpip1","Th1/2",3
"Itga3","Th1/2",2
"C330023M02Rik","Th1/2",1
"Ccne1","Th1/2",2
"Tspan6","Th1/2",2
"Pkib.1","Th1/2",1
"Gpr171","Th1/2",2
"Clk2","Th1/2",3
"Trib3","Th1/2",2
"Acy1.1","Th1/2",1
"Abcf2.2","Th1/2",1
"Apaf1.1","Th1/2",3
"Phca","Th1/2",1
"Kbtbd2","Th1/2",3
"Cd81","Th1/2",2
"Rbm19","Th1/2",1
"Krtcap3","Th1/2",3
"Glrx5","Th1/2",1
"Rcl1.1","Th1/2",1
"Tnrc6c.2","Th1/2",3
"Ahnak.2","Th1/2",3
"Hist1h2be","Th1/2",2
"Pigh.1","Th1/2",2
"6330416G13Rik","Th1/2",3
"Prpf38a.2","Th1/2",1
"Alg6","Th1/2",2
"Pqlc3","Th1/2",3
"Ttc5.1","Th1/2",3
"Psmb9","Th1/2",2
"Mboat1","Th1/2",3
"Atxn1","Th1/2",2
"Icos","Th1/2",2
"Slc26a6","Th1/2",3
"Ckap2l","Th1/2",2
"Arl3","Th1/2",2
"2310016E02Rik","Th1/2",2
"Rshl2a","Th1/2",2
"1810054D07Rik","Th1/2",1
"Rapgef4","Th1/2",3
"Gna-rs1.1","Th1/2",1
"4921505C17Rik.1","Th1/2",3
"Rai14.1","Th1/2",2
"Cd84","Th1/2",3
"Zfp213","Th1/2",3
"Klf16","Th1/2",1
"Slc39a4","Th1/2",2
"2810452K22Rik","Th1/2",1
"Supv3l1","Th1/2",1
"Pcbp1","Th1/2",1
"Polr2f","Th1/2",1
"Smap2.1","Th1/2",3
"Armc8.2","Th1/2",3
"Acot7.1","Th1/2",2
"Cdc25b","Th1/2",3
"Mterf.1","Th1/2",3
"Ruvbl2","Th1/2",1
"Rel","Th1/2",1
"Mdk.1","Th1/2",3
"Nasp","Th1/2",2
"Clec2e","Th1/2",2
"AI450540","Th1/2",3
"Gypc","Th1/2",1
"Gpr174","Th1/2",1
"Amigo2","Th1/2",3
"Fastkd1","Th1/2",1
"Nasp.1","Th1/2",1
"Rb1.1","Th1/2",2
"Anxa5","Th1/2",3
"Gpx4","Th1/2",3
"Sertad3","Th1/2",3
"Fnip1.2","Th1/2",2
"Rbak.1","Th1/2",3
"Tfdp2","Th1/2",2
"Abca7.2","Th1/2",3
"Senp7.1","Th1/2",3
"2810004N23Rik","Th1/2",1
"Tnfsf11","Th1/2",1
"Slc38a9.1","Th1/2",3
"AK122209","Th1/2",1
"Mpp1","Th1/2",3
"Ppapdc2.2","Th1/2",3
"Sesn1","Th1/2",3
"Ube2b.1","Th1/2",3
"Actb.2","Th1/2",3
"Atf4","Th1/2",2
"BC043301.1","Th1/2",3
"Flot1","Th1/2",2
"Coro1a.2","Th1/2",3
"Thyn1","Th1/2",1
"Gstt2","Th1/2",2
"Ube2c","Th1/2",2
"Csnk1d","Th1/2",2
"Crtam","Th1/2",3
"Ddx58","Th1/2",3
"BC025546","Th1/2",1
"Golga1","Th1/2",3
"Narg1","Th1/2",1
"Zkscan17","Th1/2",2
"Zzef1.3","Th1/2",3
"2410002F23Rik.1","Th1/2",1
"Nsmaf","Th1/2",3
