"gene","celltype","annot"
"Usp1.2","Th0",2
"Spic","Th0",3
"Icam1","Th0",1
"Tomm70a","Th0",2
"Ahdc1","Th0",3
"Trpc4ap","Th0",2
"Rdbp","Th0",2
"Pcsk4.2","Th0",2
"Ntrk3.1","Th0",2
"Sf3b4","Th0",1
"Ankrd12.1","Th0",3
"D330045A20Rik.1","Th0",3
"Mrps12","Th0",1
"Mtmr3","Th0",2
"Acadsb","Th0",2
"AA408296.1","Th0",1
"Fjx1","Th0",1
"D030074E01Rik","Th0",3
"Ndrg2","Th0",2
"Akap8l","Th0",3
"C230021P08Rik","Th0",3
"Nola2","Th0",1
"H1fx","Th0",2
"Tmem121","Th0",2
"Sort1","Th0",3
"6430571L13Rik","Th0",2
"Sdc4","Th0",2
"Ccbl1","Th0",2
"Wars.1","Th0",1
"Rab3d","Th0",3
"Pwp2","Th0",1
"Hist1h2ah.1","Th0",2
"Ars2","Th0",3
"Cxcr5.2","Th0",3
"Sema4f","Th0",3
"Hn1","Th0",2
"Mycbp2.1","Th0",3
"Rnf213","Th0",2
"Mre11a","Th0",2
"Edg6","Th0",3
"Mll3.1","Th0",3
"Wbp7","Th0",3
"Suv420h1","Th0",3
"Abcf2.1","Th0",1
"Gtse1","Th0",2
"LOC626578","Th0",2
"Gm129","Th0",1
"Thap4","Th0",2
"Blmh","Th0",2
"Cdca8","Th0",2
"Coro1a.1","Th0",3
"Nusap1.1","Th0",2
"Ddit3.1","Th0",2
"Stip1","Th0",1
"Pld3","Th0",3
"Golga5","Th0",3
"Heatr1.1","Th0",1
"Nol8","Th0",1
"Gstp1","Th0",2
"Rapgef1.2","Th0",3
"Chd7","Th0",3
"Pla2g12a","Th0",2
"6030408C04Rik","Th0",2
"BC026590","Th0",1
"Foxk1.1","Th0",3
"Ppan","Th0",1
"Ch25h","Th0",2
"Prkcbp1","Th0",3
"Ide","Th0",1
"D10Bwg1379e","Th0",2
"Hcst","Th0",3
"Pcgf1","Th0",2
"Usp10.1","Th0",3
"Kif1b.1","Th0",3
"5133400G04Rik","Th0",2
"Xpnpep1.2","Th0",2
"Acy1","Th0",1
"Armc6","Th0",1
"Cd82","Th0",1
"Msi2","Th0",1
"Gnb2l1","Th0",2
"Hus1.2","Th0",2
"Ctsw","Th0",3
"Bxdc1","Th0",1
"Elmo1.3","Th0",3
"Foxp3","Th0",3
"Oma1","Th0",2
"Dapl1","Th0",2
"Eif4g2","Th0",3
"Prmt5","Th0",2
"D16H22S680E","Th0",3
"Ski","Th0",3
"Tlr7","Th0",2
"Mtmr3.1","Th0",2
"Cd86.1","Th0",3
"Nipbl","Th0",3
"Cd160","Th0",1
"Socs3","Th0",3
"Ripk4","Th0",1
"Dscr1l2","Th0",2
"Cdc20","Th0",2
"Rpl29","Th0",1
"Vars","Th0",2
"Ccnd2","Th0",3
"2610029G23Rik.1","Th0",1
"Mat2a","Th0",1
"C130032J12Rik","Th0",1
"Rfc2","Th0",2
"Exosc2","Th0",1
"Hap1.1","Th0",2
"Smarca2.1","Th0",3
"Foxm1","Th0",2
"Pabpc1","Th0",2
"Usp18","Th0",2
"Sgol1.1","Th0",2
"Slc39a6","Th0",2
"Ampd3.1","Th0",3
"Lancl1","Th0",2
"Ly9","Th0",3
"Slc14a1","Th0",3
"Rpl7l1.1","Th0",1
"Slc39a8","Th0",2
"Ifrd1","Th0",1
"Mapre2","Th0",1
"Rfc2.1","Th0",2
"Smox.1","Th0",2
"Il7r","Th0",3
"Mark2","Th0",3
"Trub1","Th0",1
"Nckap1","Th0",2
"Polr2h.1","Th0",1
"Atxn7l1","Th0",2
"Ccna2","Th0",2
"Plekhf1","Th0",3
"Ascc1","Th0",2
"Rhobtb2","Th0",3
"Crlf3","Th0",3
"Copg2","Th0",2
"Snrpa","Th0",2
"Dtl","Th0",2
"Eef2","Th0",2
"Cd8b1","Th0",3
"Zbp1.1","Th0",2
"Vim","Th0",2
"Setd8","Th0",1
"Usp52","Th0",3
"Ly6a","Th0",2
"Susd3","Th0",3
"Nudt5","Th0",2
"BC094916.1","Th0",3
"Cenpn","Th0",2
"Sh3kbp1.1","Th0",3
"Guk1","Th0",1
"Trpv2","Th0",2
"BC038822","Th0",3
"Pou2af1","Th0",1
"Gbp3.1","Th0",2
"Snx3.1","Th0",2
"Aldoa","Th0",2
"Slc35d2","Th0",2
"AI646023","Th0",3
"Il21","Th0",1
"0610007C21Rik","Th0",3
"Tmem180","Th0",2
"Lgmn","Th0",3
"Ccl5","Th0",2
"Mrpl37.1","Th0",1
"Alg8.1","Th0",2
"Cd8b1.1","Th0",3
"Rbm8a","Th0",2
"Gja1","Th0",2
"LOC667250","Th0",2
"Angptl4","Th0",2
"Itpr1","Th0",3
"Ecm1.1","Th0",2
"Paip2","Th0",2
"Ufsp2","Th0",2
"6430706D22Rik","Th0",2
"Zdhhc14","Th0",3
"3000004C01Rik","Th0",2
"Skp2","Th0",2
"Gga3","Th0",3
"Guca1a","Th0",2
"Sppl3","Th0",3
"Sec61b","Th0",2
"Nhlrc1","Th0",1
"Hsd3b2","Th0",3
"Nr6a1","Th0",1
"LOC56628","Th0",3
"5730419I09Rik.1","Th0",2
"Pnpla7","Th0",3
"Ramp3.1","Th0",3
"Dnalc1","Th0",2
"Dynlt3","Th0",2
"Atp8b4","Th0",3
"Prickle3","Th0",2
"Hist1h3a","Th0",2
"2310007D09Rik","Th0",2
"Ankrd37","Th0",2
"Pank4","Th0",3
"Snx14","Th0",3
"Tmed1","Th0",3
"Mrps10.1","Th0",1
"Acsl6.2","Th0",2
"Pold2","Th0",2
"Fasl","Th0",1
"Rnpep","Th0",2
"Serhl","Th0",2
"Ghitm","Th0",2
"7530404M11Rik","Th0",2
"Itgb5","Th0",2
"Kif4","Th0",2
"Rgs10","Th0",3
"Hist1h4b","Th0",2
"Ccdc116","Th0",1
"Mov10.1","Th0",2
"Slamf1","Th0",1
"Adssl1","Th0",2
"Thoc3","Th0",1
"Tcf25","Th0",3
"Fzr1.1","Th0",2
"Tnfrsf12a","Th0",1
"Nuak2","Th0",3
"Batf3","Th0",2
"Mcm2","Th0",2
"Aifm1.1","Th0",2
"Vamp8","Th0",2
"Cfp","Th0",3
"Wdr76","Th0",2
"Rab34","Th0",2
"BC030476","Th0",3
"Impact.1","Th0",3
"Maged1","Th0",1
"Itga7","Th0",2
"Plp1","Th0",3
"Bclaf1.1","Th0",3
"4632417K18Rik","Th0",2
"Ccr5.1","Th0",2
"Gins2.1","Th0",2
"Klhl15","Th0",1
"Traf6.1","Th0",2
"Klhl6","Th0",3
"Fbxw17","Th0",2
"Tmem9b","Th0",3
"Tfrc.1","Th0",2
"Kif2c","Th0",2
"Usp16","Th0",1
"Gnat1","Th0",1
"Nampt","Th0",2
"Hdgf.1","Th0",2
"AI847670","Th0",2
"Idua.1","Th0",3
"Gtse1.1","Th0",2
"Casp6","Th0",2
"Plek","Th0",2
"Marcks","Th0",1
"Cdca2","Th0",2
"Smc6","Th0",3
"Alkbh4","Th0",3
"Tcfe3","Th0",1
"Krba1","Th0",3
"Thoc4","Th0",1
"Lck","Th0",3
"Hdac5","Th0",3
"Anxa9","Th0",2
"Kbtbd7.1","Th0",3
"Lrrc59.2","Th0",2
"Csnrp2","Th0",3
"Nts","Th0",2
"Pard6a","Th0",2
"Wdr68","Th0",1
"Cacnb3.2","Th0",2
"Zzef1.2","Th0",3
"Hspa8","Th0",1
"2410019A14Rik","Th0",1
"Sox4.1","Th0",3
"Mical1","Th0",3
"2900010M23Rik","Th0",2
"Zmpste24.1","Th0",1
"Armc3.1","Th0",3
"Pik3r3.1","Th0",3
"Foxq1","Th0",3
"Rnaseh2b","Th0",2
"Gramd1a","Th0",3
"Optn","Th0",2
"5133400G04Rik.1","Th0",2
"Eif3b","Th0",1
"Sdcbp2.2","Th0",2
"Fancd2","Th0",2
"Gm129.1","Th0",1
"Kpna3","Th0",2
"Pde4a","Th0",3
"Pdcd4","Th0",3
"Cdk6","Th0",2
"Cobll1","Th0",2
"Jtv1","Th0",1
"Whsc1l1","Th0",2
"Tomm34","Th0",3
"H2-M3","Th0",2
"Ranbp1","Th0",1
"Mrpl22","Th0",2
"2410003P15Rik.1","Th0",2
"Pts","Th0",2
"Tusc2","Th0",1
"Ddhd1","Th0",3
"Lyzs","Th0",3
"Matk.1","Th0",3
"Hexb","Th0",2
"Zxdc.1","Th0",3
"Casp1","Th0",2
"Gmip","Th0",3
"Clip1","Th0",2
"Phlda3.1","Th0",2
"Mtbp.1","Th0",2
"Pias3","Th0",2
"Gsdmdc1.1","Th0",3
"Spna2","Th0",3
"Gpr146.1","Th0",3
"BC030867","Th0",2
"2410015N17Rik","Th0",2
"Sf3a1","Th0",1
"Sdf4","Th0",3
"Ppm1b.1","Th0",3
"Cblb","Th0",1
"Cmtm7.1","Th0",2
"Llgl2","Th0",3
"ENSMUSG00000068790","Th0",3
"Bub3","Th0",1
"Swap70","Th0",1
"Oprs1","Th0",1
"2810441K11Rik","Th0",1
"S100a13","Th0",2
"Prpf38a.1","Th0",2
"Rin3","Th0",3
"Nr4a3","Th0",1
"Pde6d.2","Th0",2
"Eprs.1","Th0",1
"Cd7","Th0",3
"Inppl1","Th0",2
"Bach1","Th0",3
"Epm2aip1.3","Th0",3
"Tnfrsf10b.2","Th0",2
"Faim3","Th0",3
"Ddt","Th0",2
"Wdr77","Th0",1
"Metap2.2","Th0",2
"Rnf123","Th0",3
"Rab37","Th0",3
"Masp2","Th0",1
"Vdac2","Th0",2
"Cenpl","Th0",2
"Prdx4","Th0",2
"Pcca","Th0",2
"Grn","Th0",2
"Spc25","Th0",2
"Josd1","Th0",1
"Luzp1","Th0",2
"Rsl1d1","Th0",1
"Hba-a1","Th0",3
"Fzr1.2","Th0",2
"Cdk2.1","Th0",2
"Tbrg4","Th0",1
"B9d1","Th0",2
"Dusp10","Th0",3
"Ppa1","Th0",1
"Abca7.1","Th0",3
"Clic4","Th0",2
"Tnfrsf4","Th0",2
"Cdc6","Th0",2
"Npw","Th0",1
"Chaf1a","Th0",2
"Atg2a.1","Th0",3
"Prkdc","Th0",2
"BC008155","Th0",2
"9130404D08Rik","Th0",3
"Tmod4","Th0",3
"Sln","Th0",2
"1700066B19Rik","Th0",2
"Cd27.1","Th0",3
"5033414D02Rik","Th0",3
"A430078G23Rik","Th0",3
"Samsn1","Th0",2
"Stk40","Th0",1
"AI413582","Th0",3
"Vegfa","Th0",2
"9530058B02Rik.1","Th0",2
"Hp1bp3","Th0",3
"Iqgap2","Th0",3
"Nedd1","Th0",2
"Zfp12","Th0",3
"Zwilch","Th0",2
"Egfl7.1","Th0",2
"Pus10.1","Th0",1
"Egfl7.2","Th0",2
"Cd79b","Th0",3
"Sfrs5","Th0",3
"Tbc1d7.1","Th0",2
"Ube2m","Th0",1
"1110007A13Rik.1","Th0",3
"Cd79b.1","Th0",3
"Chst2","Th0",1
"Tnfrsf19","Th0",1
"Aven","Th0",3
"Fbxl10.2","Th0",1
"Sypl.1","Th0",1
"Ubac2","Th0",3
"Ube2f","Th0",1
"Serhl.1","Th0",2
"Zfp260","Th0",3
"Ncdn.1","Th0",1
"Zfp281","Th0",3
"Pdcd1lg2","Th0",1
"Ikzf1","Th0",3
"Zfp473.1","Th0",2
"Timp2","Th0",3
"Gemin6","Th0",2
"EG218444","Th0",3
"Rnf32","Th0",3
"Brip1","Th0",2
"Mrps18b","Th0",1
"App","Th0",3
"Sec22c.2","Th0",3
"Ak2.2","Th0",1
"Lef1","Th0",3
"Cdkn1a","Th0",2
"P2ry1","Th0",2
"Dsn1","Th0",2
"Nme1","Th0",1
"Ebi3","Th0",2
"0610037L13Rik","Th0",3
"Dnajc6","Th0",3
"Gns","Th0",3
"Tyms.2","Th0",2
"Mvd","Th0",2
"Prkx.1","Th0",3
"Bst2","Th0",2
"Mitd1","Th0",2
"Irs2","Th0",2
"Kif1b.2","Th0",1
"Plk2","Th0",1
"Golm1","Th0",3
"9630058J23Rik","Th0",3
"Rabgap1l.1","Th0",2
"Map2k3","Th0",1
"Mll1","Th0",3
"Vdac1","Th0",2
"Ptprk","Th0",2
"Slc16a5.1","Th0",3
"Tmem205","Th0",2
"Unc93b1","Th0",2
"Pxmp4","Th0",2
"Bxdc2","Th0",1
"Mical1.1","Th0",3
"Pole3","Th0",2
"Ppil1","Th0",2
"Stra13","Th0",2
"Pigz","Th0",2
"Pip4k2b","Th0",3
"Nat10","Th0",1
"Ccdc111","Th0",2
"BC038822.1","Th0",3
"2310005E10Rik","Th0",2
"Xpnpep1.3","Th0",2
"Nsun5.1","Th0",1
"Cyp4f18","Th0",3
"Ccr5.2","Th0",2
"Tpst1","Th0",1
"Zcchc14","Th0",3
"Nol7","Th0",1
"Rbm14","Th0",2
"Zfp597","Th0",3
"Txnrd3","Th0",1
"Smc2","Th0",2
"Melk","Th0",2
"Slc40a1","Th0",3
"Npc1","Th0",3
"ORF28.1","Th0",3
"Mknk1","Th0",3
"Tipin","Th0",2
"Glrx2","Th0",3
"Fbxo9","Th0",3
"Slamf1.1","Th0",1
"Katnb1.1","Th0",2
"Ppp3ca","Th0",3
"Lancl1.1","Th0",2
"Mrps18b.1","Th0",1
"Ctse","Th0",3
"Acvr2b","Th0",2
"Grina","Th0",2
"A130090K04Rik","Th0",3
"Hsp90ab1","Th0",1
"Mdfic","Th0",2
"Spag5","Th0",2
"Tmem38b","Th0",2
"Smyd3","Th0",3
"Sft2d2","Th0",2
"Ccnb1","Th0",2
"Pacsin1","Th0",3
"Tpcn2","Th0",3
"Gcap14.1","Th0",3
"Nol1","Th0",1
"Napg","Th0",3
"6720467C03Rik","Th0",2
"Lasp1","Th0",3
"Pdlim5.1","Th0",1
"Rnf123.1","Th0",3
"Wipi2","Th0",3
"Mrps31.1","Th0",1
"Slc44a2","Th0",3
"Pcdhgb4","Th0",2
"Farsb","Th0",1
"Osbpl3","Th0",2
"Gdi1.1","Th0",3
"Ablim1.1","Th0",3
"Rsl1d1.1","Th0",1
"Tmem108","Th0",3
"1110057K04Rik.1","Th0",3
"Elmo1.4","Th0",3
"Eya3","Th0",1
"Commd1","Th0",2
"Rhoq","Th0",2
"Prmt7.1","Th0",1
"D10Ertd641e","Th0",3
"Idi2","Th0",1
"Cyp4f16.1","Th0",3
"Iigp2","Th0",2
"Nenf","Th0",2
"Dld","Th0",2
"2700094K13Rik","Th0",2
"Kdelr2","Th0",2
"Cd44.2","Th0",2
"Fktn","Th0",3
"D11Wsu99e.1","Th0",3
"Ddb2.1","Th0",3
"Hist1h2bm","Th0",2
"Ehd1","Th0",1
"Spag4","Th0",1
"Mrpl47","Th0",1
"0610011F06Rik","Th0",2
"Mphosph9.1","Th0",3
"Psat1","Th0",2
"Ptrh1","Th0",1
"Pomt2","Th0",1
"Bin3","Th0",3
"Dhx57","Th0",3
"Mfsd10","Th0",2
"Epn2.2","Th0",2
"Tnrc6c.1","Th0",3
"Prkd2","Th0",3
"Shh","Th0",2
"Crip2","Th0",2
"D8Ertd82e","Th0",3
"Nipbl.1","Th0",3
"Rapgef5","Th0",2
"Armc6.1","Th0",1
"Cdv3","Th0",1
"Homer1.1","Th0",1
"Acrbp","Th0",3
"Gnai2","Th0",2
"Spin2","Th0",3
"Gnas.2","Th0",2
"Trip10","Th0",2
"LOC329575","Th0",2
"Dock11","Th0",3
"Entpd5.1","Th0",3
"Timm9","Th0",1
"Akap12","Th0",3
"Mcm4","Th0",2
"Tpmt","Th0",2
"Gtf2e2","Th0",2
"Pparg","Th0",2
"Gch1","Th0",1
"Stab1","Th0",2
"BC003885","Th0",1
"Dhrs7","Th0",2
"Tbc1d19","Th0",2
"Nudcd3","Th0",1
"Mcm7","Th0",2
"Polr3g","Th0",1
"Asns.2","Th0",2
"Abhd8","Th0",3
"Cdc25c","Th0",2
"Srfbp1","Th0",1
"Rrp15","Th0",1
"Amigo3","Th0",1
"Aars","Th0",1
"Ccno","Th0",1
"Igf2bp3","Th0",2
"Rdm1","Th0",2
"Mrpl34","Th0",1
"St6galnac4.1","Th0",1
"Fgl2","Th0",2
"Ddc","Th0",2
"Psmd12","Th0",2
"Aldh2","Th0",2
"Zfp41","Th0",2
"Unc13d.1","Th0",2
"Sept6.1","Th0",3
"Pex6.1","Th0",3
"Cyp2d22","Th0",3
"St8sia1.1","Th0",3
"Seh1l.1","Th0",2
"V1rd6","Th0",1
"Nat5","Th0",2
"Ankzf1","Th0",2
"Fhl2","Th0",2
"Fanci","Th0",2
"Itga6","Th0",3
"Neu1","Th0",3
"Nhp2l1","Th0",1
"Timm17a","Th0",1
"Ddx6","Th0",3
"Tec","Th0",3
"Iqce","Th0",2
"Gstt3","Th0",2
"Mfsd2","Th0",1
"Hes5","Th0",1
"Wars.2","Th0",1
"Gpr68","Th0",1
"Traf4.2","Th0",1
"Mgll","Th0",1
"Eef2.1","Th0",2
"Lgals9.1","Th0",2
"Rltpr","Th0",3
"Rdbp.1","Th0",2
"Slc35b2","Th0",2
"D3Ertd751e.1","Th0",2
"Sfmbt1.2","Th0",1
"Timd2","Th0",3
"Il11ra1.1","Th0",3
"Nhedc2","Th0",1
"Ccdc41","Th0",1
"Kdelc1","Th0",2
"Ing3","Th0",3
"Kif11","Th0",2
"Camta1","Th0",1
"Psmb7","Th0",2
"Actr3b","Th0",2
"Tbc1d1","Th0",2
"Smchd1.3","Th0",2
"Pstpip1","Th0",2
"Itga3","Th0",2
"C330023M02Rik","Th0",1
"Ccne1","Th0",2
"Tspan6","Th0",1
"Pkib.1","Th0",2
"Gpr171","Th0",1
"Clk2","Th0",3
"Trib3","Th0",2
"Acy1.1","Th0",1
"Abcf2.2","Th0",1
"Apaf1.1","Th0",2
"Phca","Th0",1
"Kbtbd2","Th0",3
"Cd81","Th0",2
"Rbm19","Th0",1
"Krtcap3","Th0",3
"Glrx5","Th0",1
"Rcl1.1","Th0",1
"Tnrc6c.2","Th0",3
"Ahnak.2","Th0",2
"Hist1h2be","Th0",2
"Pigh.1","Th0",2
"6330416G13Rik","Th0",3
"Prpf38a.2","Th0",1
"Alg6","Th0",2
"Pqlc3","Th0",2
"Ttc5.1","Th0",3
"Psmb9","Th0",2
"Mboat1","Th0",2
"Atxn1","Th0",2
"Icos","Th0",2
"Slc26a6","Th0",3
"Ckap2l","Th0",2
"Arl3","Th0",2
"2310016E02Rik","Th0",2
"Rshl2a","Th0",2
"1810054D07Rik","Th0",1
"Rapgef4","Th0",3
"Gna-rs1.1","Th0",1
"4921505C17Rik.1","Th0",3
"Rai14.1","Th0",2
"Cd84","Th0",3
"Zfp213","Th0",3
"Klf16","Th0",1
"Slc39a4","Th0",2
"2810452K22Rik","Th0",1
"Supv3l1","Th0",1
"Pcbp1","Th0",1
"Polr2f","Th0",1
"Smap2.1","Th0",3
"Armc8.2","Th0",3
"Acot7.1","Th0",2
"Cdc25b","Th0",2
"Mterf.1","Th0",3
"Ruvbl2","Th0",2
"Rel","Th0",1
"Mdk.1","Th0",3
"Nasp","Th0",2
"Clec2e","Th0",2
"AI450540","Th0",3
"Gypc","Th0",1
"Gpr174","Th0",1
"Amigo2","Th0",3
"Fastkd1","Th0",1
"Nasp.1","Th0",1
"Rb1.1","Th0",2
"Anxa5","Th0",2
"Gpx4","Th0",2
"Sertad3","Th0",2
"Fnip1.2","Th0",2
"Rbak.1","Th0",3
"Tfdp2","Th0",2
"Abca7.2","Th0",3
"Senp7.1","Th0",3
"2810004N23Rik","Th0",1
"Tnfsf11","Th0",1
"Slc38a9.1","Th0",3
"AK122209","Th0",1
"Mpp1","Th0",2
"Ppapdc2.2","Th0",3
"Sesn1","Th0",3
"Ube2b.1","Th0",3
"Actb.2","Th0",3
"Atf4","Th0",1
"BC043301.1","Th0",3
"Flot1","Th0",2
"Coro1a.2","Th0",3
"Thyn1","Th0",1
"Gstt2","Th0",2
"Ube2c","Th0",2
"Csnk1d","Th0",1
"Crtam","Th0",1
"Ddx58","Th0",2
"BC025546","Th0",1
"Golga1","Th0",3
"Narg1","Th0",1
"Zkscan17","Th0",2
"Zzef1.3","Th0",3
"2410002F23Rik.1","Th0",1
"Nsmaf","Th0",2
"Rmnd5b","Th0",3
"Klhdc1.1","Th0",3
"Repin1","Th0",2
"Serpinf1","Th0",2
"Cd1d1","Th0",3
"Ypel5","Th0",3
"March2","Th0",3
"EG240327","Th0",2
"Flot2.1","Th0",2
"Fbxo2","Th0",2
"Rnf167.1","Th0",3
"Alad","Th0",2
"Eif2b1","Th0",1
"Neto2","Th0",1
"Yipf2","Th0",1
"Zc3hc1","Th0",1
"Ergic1","Th0",2
"Lrch1.1","Th0",3
"Hist2h2be","Th0",3
"Idh2","Th0",2
"Jak3","Th0",2
"C1qbp","Th0",1
"Tle4","Th0",3
"Myl4","Th0",2
"Skap1.1","Th0",3
"Clcnkb","Th0",1
"Nod1","Th0",3
"Soat1","Th0",2
"Acpp.1","Th0",3
"Apitd1","Th0",2
"Nedd9.1","Th0",3
"Odf2.1","Th0",2
"Hnrpab","Th0",1
"Vhlh","Th0",2
"Nfatc1.2","Th0",1
"Midn.2","Th0",3
"Rnf208","Th0",2
"Atp2a3.1","Th0",3
"Sdccag3.1","Th0",3
"Cdc2l1","Th0",3
"Sgpp1","Th0",3
"Clspn","Th0",2
"Hist1h3f","Th0",2
"6430510M02Rik","Th0",3
"2610207I05Rik.1","Th0",3
"Smyd2","Th0",2
"Lyrm5","Th0",3
"Lcp2","Th0",1
"Il3ra","Th0",2
"Cutc","Th0",3
"Sqrdl","Th0",3
"Tube1","Th0",2
"P2rx7.2","Th0",3
"Fxyd5","Th0",3
"Gnaq.2","Th0",2
"Ctdsp2","Th0",3
"Sfrs6","Th0",3
"Ciita","Th0",3
"Dmwd.1","Th0",2
"Slc25a17","Th0",1
"Prep","Th0",1
"Npff","Th0",3
"Trub1.3","Th0",1
"Sit1.1","Th0",3
"Smpd1.2","Th0",2
"Dclk2","Th0",2
"Zfand6.2","Th0",3
"Abtb1","Th0",3
"Wwc2.1","Th0",3
"Rps27l","Th0",1
"Car15","Th0",3
"Strbp","Th0",1
"Gfer","Th0",2
"Pml","Th0",2
"Melk.1","Th0",2
"Arid1b.1","Th0",3
"Csnk1d.1","Th0",2
"Nsun2","Th0",1
"Ccdc99","Th0",2
"Prmt6","Th0",1
"Mrpl50","Th0",1
"Rbbp7.1","Th0",2
"Nsdhl.1","Th0",2
"Slc25a3.1","Th0",1
"Mll1.1","Th0",3
"Papss1.1","Th0",2
"Hspe1","Th0",1
"3000004C01Rik.1","Th0",2
"Prm1","Th0",2
"Ndufb6","Th0",2
"Nsmce2.1","Th0",2
"Sssca1","Th0",1
"Gpx2","Th0",3
"Eftud1","Th0",1
"Sept6.2","Th0",3
"Fhod1","Th0",3
"Ctns.1","Th0",3
"1110007L15Rik","Th0",1
"Mrpl18.1","Th0",2
"Btg1","Th0",3
"March1","Th0",3
"P4hb","Th0",2
"Psmd1","Th0",1
"Zscan12","Th0",2
"Fbln1.1","Th0",2
"Gstcd","Th0",1
"Zc3h7a.1","Th0",3
"Usp7","Th0",3
"Wdr34","Th0",2
"Casp3","Th0",2
"Pfdn4.1","Th0",1
"EG433182","Th0",2
"Fbxl12","Th0",3
"Zfp75.1","Th0",3
"1110038D17Rik","Th0",3
"Peci","Th0",2
"Rapgef6.1","Th0",3
"Mbnl2","Th0",3
"Htatip2.1","Th0",2
"Fbxo18.1","Th0",2
"Tbc1d7.2","Th0",2
"Lef1.1","Th0",3
"Nsg2","Th0",3
"Zc3hc1.1","Th0",1
"Rapgef6.2","Th0",3
"Ddx26b","Th0",3
"Tmed3","Th0",2
"0610007C21Rik.1","Th0",3
"Dot1l","Th0",1
"Tbc1d2b.1","Th0",3
"Rcl1.2","Th0",1
"Rbl2","Th0",3
"Bcas3","Th0",3
"Mrpl15","Th0",1
"Flywch2","Th0",2
"Polg","Th0",3
"Zc3hc1.2","Th0",1
"Arglu1","Th0",3
"Cox7a2","Th0",2
"Akap1.3","Th0",1
"Banf1.1","Th0",1
"H2-Q8","Th0",3
"Npal1","Th0",3
"Nampt.1","Th0",2
"Anapc5.2","Th0",2
"Gnpda1.1","Th0",2
"Egln3","Th0",2
"Rnps1","Th0",1
"Tars","Th0",1
"Cct3","Th0",1
"N6amt2","Th0",2
"Casp8.1","Th0",3
"Gpr18","Th0",3
"Fcer2a","Th0",1
"Smn1","Th0",1
"Slc25a39","Th0",2
"Ccl3","Th0",2
"Gripap1","Th0",3
"Lonrf3","Th0",2
"Klk1","Th0",3
"Pebp1","Th0",2
"Rpa3","Th0",2
"Epsti1","Th0",2
"Man2a2","Th0",3
"Bcap29","Th0",1
"Cox11","Th0",1
"1700021C14Rik","Th0",3
"Il16","Th0",3
"Jak2","Th0",1
"Tspo","Th0",2
"Rtp4","Th0",2
"Cad","Th0",1
"Bard1","Th0",2
"1500012F01Rik.1","Th0",2
"Ncdn.3","Th0",1
"1600012H06Rik.1","Th0",3
"Prim2.1","Th0",2
"Mreg","Th0",1
"D14Ertd668e.1","Th0",2
"Gtf3c4","Th0",1
"Cyb5","Th0",2
"Specc1l.1","Th0",3
"Nek8","Th0",1
"Psmb7.1","Th0",2
"Srprb.1","Th0",1
"Deadc1","Th0",1
"Pmm1","Th0",2
"Chmp2a.2","Th0",2
"Phkg2","Th0",3
"Cdkn1b","Th0",3
"Tsen34","Th0",2
"Mbp.2","Th0",1
"Chst3","Th0",3
"1700027J05Rik","Th0",3
"2210009G21Rik.1","Th0",3
"Snx20","Th0",3
"Hyal2","Th0",1
"Slpi","Th0",3
"Scye1","Th0",2
"Hs3st3b1","Th0",3
"Birc5.1","Th0",2
"Cd97.1","Th0",3
"Sept11","Th0",1
"Mpp6","Th0",1
"BC067047","Th0",3
"Glipr1","Th0",3
"E4f1","Th0",3
"Cd86.2","Th0",3
"Ankrd23","Th0",3
"Ifng","Th0",1
"Rps6ka5.1","Th0",2
"1700025G04Rik","Th0",2
"Msn","Th0",3
"Arl5c","Th0",3
"Zfp771","Th0",1
"6720456H20Rik.1","Th0",3
"Gab3.1","Th0",3
"Asb2","Th0",2
"Mid1.1","Th0",3
"Herpud2","Th0",3
"Pnrc2","Th0",3
"Mapk14","Th0",3
"Ciapin1.1","Th0",1
"Eif1a","Th0",1
"Serf1","Th0",2
"Siglecg","Th0",3
"Htra2","Th0",2
"Vcam1","Th0",3
"Faim.1","Th0",1
"Eif3s10.1","Th0",2
"Fip1l1.1","Th0",2
"Rhobtb1","Th0",2
"Ccbl1.1","Th0",2
"Plekha1","Th0",3
"Slc25a36.1","Th0",3
"Snx9","Th0",1
"Sh3kbp1.2","Th0",3
"Psmb8","Th0",2
"Kif20b","Th0",2
"Ube2e2","Th0",2
"Dctn1","Th0",3
"Ddx5","Th0",3
"Nudc.1","Th0",1
"Pbk","Th0",2
"5830405N20Rik","Th0",3
"Pdia5","Th0",2
"Stc2","Th0",2
"Afg3l1.2","Th0",1
"Psmc3ip","Th0",2
"1190002H23Rik","Th0",3
"5133400G04Rik.2","Th0",2
"Lta","Th0",2
"Pfkp.1","Th0",2
"Fbxl11","Th0",3
"Nat5.1","Th0",2
"Sfxn1","Th0",2
"Acsbg1","Th0",3
"4930534B04Rik","Th0",2
"Mars","Th0",1
"Med9","Th0",2
"Inpp4b","Th0",3
"Psme3","Th0",1
"Rbm13.1","Th0",1
"Mecp2","Th0",3
"Art2b","Th0",3
"Surf2","Th0",1
"1500031L02Rik","Th0",2
"Il17ra","Th0",3
"Ncf4","Th0",2
"9430015G10Rik","Th0",2
"Mtx1","Th0",1
"Pdlim4","Th0",3
"Zfp367","Th0",2
"Ddx39","Th0",1
"Psmg2.1","Th0",1
"Oxr1","Th0",3
"Prickle4","Th0",1
"Scp2.2","Th0",3
"Sesn1.1","Th0",3
"Ovgp1.1","Th0",3
